title,answer,img,bogi1,bogi2,bogi3,bogi4
밑줄 그은 ‘이곳’을 지도에서 옳게 찾은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320170821/k320170821m25.gif?1517336976,(가),(나),(다),(라)
(가)에 들어갈 제도로 옳은 것은?,1,https://img.comcbt.com/cbt/data/k3/k320170821/k320170821m26.gif?1517336976,대동법,사창제,호패법,호포제
(가)에 들어갈 내용으로 옳은 것은?,1,https://img.comcbt.com/cbt/data/k3/k320170821/k320170821m28.gif?1517336977,탕평비를 건립했어요.,영선사를 파견했어요.,집현전을 설치했어요.,별기군을 창설했어요.
(가)~(라)에 들어갈 내용으로 옳지 않은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320170821/k320170821m29.gif?1517336977,(가) - 최제우,(나) - 인내천,(다) - 동경대전,(라) - 묘청의 난
(가)에 들어갈 내용으로 가장 적절한 것은?,3,https://img.comcbt.com/cbt/data/k3/k320170821/k320170821m30.gif?1517336977,성리학의 도입,과학 기술의 발전,서민 문화의 발달,서양 문물의 수용
다음 자료에 대한 탐구 활동으로 가장 적절한 것은?,3,https://img.comcbt.com/cbt/data/k3/k320170821/k320170821m31.gif?1517336977,집강소가 설치된 배경을 파악한다.,아관파천이 일어난 원인을 조사한다.,제너럴 셔먼호 사건의 영향을 살펴본다.,강화도 조약의 불평등한 조항을 알아본다.
(가)에 대한 설명으로 옳은 것은?,1,https://img.comcbt.com/cbt/data/k3/k320170821/k320170821m32.gif?1517336977,상하이에서 수립되었다.,대성 학교를 설립하였다.,군국기무처를 설치하였다.,대한매일신보를 발행하였다.
(가)~(다)를 일어난 순서대로 옳게 나열한 것은?,1,https://img.comcbt.com/cbt/data/k3/k320170821/k320170821m33.gif?1517336977,(가) - (나) - (다),(가) - (다) - (나),(나) - (가) - (다),(다) - (가) - (나)
(가)에 들어갈 내용으로 옳은 것은?,1,https://img.comcbt.com/cbt/data/k3/k320170821/k320170821m35.gif?1517336977,봉오동 전투에서 일본군을 무찌르다.,하얼빈에서 이토히로부미를 처단하다.,영화 아리랑으로 민족 의식을 높이다.,헤이그에서 일게 침략의 부당성을 밝히다.
다음 자료에 해당하는 인물로 옳은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320170821/k320170821m36.gif?1517336977,김구,안창호,이봉창,이회영
(가) 단체의 활동으로 옳은 것은?,3,https://img.comcbt.com/cbt/data/k3/k320170821/k320170821m37.gif?1517336977,항일 의병을 일으켰다.,태극 서관을 운영하였다.,만민 공동회를 개최하였다.,국채 보상 운동을 주도하였다.
다음 자료에 해당하는 민주화 운동으로 옳은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320170821/k320170821m40.gif?1517336977,4ㆍ19 혁명,부ㆍ마 항쟁,6월 민주 항쟁,5ㆍ18 민주화 운동
다음 대화 속의 나라에 대한 설명으로 옳은 것은?,1,https://img.comcbt.com/cbt/data/k3/k320170527/k320170527m2.gif?1496784655,8조법이 있었다.,불교를 수용하였다.,소도라는 신성 지역이 있었다.,낙량과 왜에 철을 수출하였다.
다음 가상 광고에 해당하는 나라에 대한 설명으로 옳은 것은?,3,https://img.comcbt.com/cbt/data/k3/k320170527/k320170527m3.gif?1496784658,사출도가 있었다.,주몽이 건국하였다.,책화라는 풍습이 있었다.,신라의 침입으로 멸망하였다.
(가)에 들어갈 전투로 옳은 것은?,2,https://img.comcbt.com/cbt/data/k3/k320170527/k320170527m4.gif?1496784660,관상성 전투,안시성 전투,황산벌 전투,기벌포 전투
다음 가상 일기의 밑줄 그은 ‘왕’의 업적으로 옳은 것은?,3,https://img.comcbt.com/cbt/data/k3/k320170527/k320170527m5.gif?1496784660,태학을 설립하였다.,우산국을 복속시켰다.,수도를 사비로 옮겼다.,독서삼품과를 실시하였다.
(가)에 들어갈 내용으로 적절한 것은?,2,https://img.comcbt.com/cbt/data/k3/k320170527/k320170527m8.gif?1496784661,고려와 송의 경제 교류,신라와 서역의 문화 교류,일본에 전파된 백제 문화,고구려를 계승한 발해 문화
밑줄 그은 ‘신분 제도’로 옳은 것은?,1,https://img.comcbt.com/cbt/data/k3/k320170527/k320170527m9.gif?1496784661,골품 제도,음서 제도,화랑 제도,화백 제도
(가)에 들어갈 내용으로 옳은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320170527/k320170527m10.gif?1496784652,당항성,법화원,신라방,청해진
(가)에 들어갈 제도로 옳은 것은?,2,https://img.comcbt.com/cbt/data/k3/k320170527/k320170527m12.gif?1496784653,역원제,전시과,현량과,호포제
다음 가상 인터뷰에 등장하는 왕으로 옳은 것은?,1,https://img.comcbt.com/cbt/data/k3/k320170527/k320170527m13.gif?1496784653,광종,성종,충렬왕,공민왕
선생님의 질문에 대한 학생의 대답으로 옳지 않은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320170527/k320170527m15.gif?1496784654,①,②,③,④
다음 퀴즈의 정답으로 옳은 것은?,3,https://img.comcbt.com/cbt/data/k3/k320170527/k320170527m16.gif?1496784654,매향,초제,팔관회,향사례
(가)시기에 일어난 사실로 옳지 않은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320170527/k320170527m17.gif?1496784654,강화도로 도읍을 옮겼다.,팔만대장경판을 제작하였다.,최씨 무신 정권이 수립되었다.,서희가 강동 6주를 획득하였다.
밑중 그은 ‘이 섬’을 지도에서 옳게 찾은 것은?,3,https://img.comcbt.com/cbt/data/k3/k320170527/k320170527m20.gif?1496784655,(가),(나),(다),(라)
(가)에 들어갈 내용으로 옳은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320170527/k320170527m21.gif?1496784655,규장각을 설치하였어요.,경국대전을 완성하였어요.,훈민정음을 창제하였어요.,도읍을 한양으로 정하였어요.
다음 기사에서 설명하는 제도로 옳은 것은?,1,https://img.comcbt.com/cbt/data/k3/k320170527/k320170527m22.gif?1496784655,균역법,대동법,영정법,진대법
(가)에 들어갈 인물로 옳은 것은?,3,https://img.comcbt.com/cbt/data/k3/k320170527/k320170527m23.gif?1496784656,박지원,유형원,정약전,홍대용
다음 학생이 생각하고 있는 사건으로 옳은 것은?,3,https://img.comcbt.com/cbt/data/k3/k320170527/k320170527m27.gif?1496784657,만적의 난,이자겸의 난,홍경래의 난,망이ㆍ망소이의 난
다음 개혁에 대한 설명으로 옳지 않은 것은?,2,https://img.comcbt.com/cbt/data/k3/k320170527/k320170527m32.gif?1496784659,과거제를 폐지하였다.,별기군을 창설하였다.,도량형을 통일하였다.,신분제를 철폐하였다.
(가)에 들어갈 단체로 옳은 것은?,3,https://img.comcbt.com/cbt/data/k3/k320170527/k320170527m33.gif?1496784659,보안회,신간회,신민회,독립 협회
(가) 조약의 내용으로 옳은 것은?,3,https://img.comcbt.com/cbt/data/k3/k320170527/k320170527m34.gif?1496784659,통감부 설치,일본에 배상금 지불,일본인의 치외법권 인정,일본군의 조선 주둔 허용
밑줄 그은 ‘조약’이 체결된 시기를 연표에서 옳게 고른 것은?,4,https://img.comcbt.com/cbt/data/k3/k320170527/k320170527m35.gif?1496784659,(가),(나),(다),(라)
(가)에 들어갈 민족 운동으로 옳은 것은?,3,https://img.comcbt.com/cbt/data/k3/k320170527/k320170527m36.gif?1496784659,국채 보상 운동,문자 보급 운동,물산 장려 운동,민립 대학 설립 운동
밑줄 그은‘독립군 부대’로 옳은 것은?,1,https://img.comcbt.com/cbt/data/k3/k320170527/k320170527m37.gif?1496784659,한국광복군,독입 의군부,조선 의용군,북로 군정서군
(가)에 들어갈 내용으로 옳릉 것은?,4,https://img.comcbt.com/cbt/data/k3/k320170527/k320170527m38.gif?1496784659,포츠담 회담,카이로 회담,파리 강화 회의,모스크바 삼국 외상 회의
다음 민주화 운동의 결과로 옳은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320170527/k320170527m39.gif?1496784660,장면 내각이 출범하였다.,제헌 국회가 구성되었다.,10월 유신이 선포되었다.,대통령 직선제 개헌이 이루어졌다.
(가)~(다)를 일어난 순서대로 옳게 나열한 것은?,1,https://img.comcbt.com/cbt/data/k3/k320170527/k320170527m40.gif?1496784660,(가) - (나) - (다),(가) - (다) - (나),(나) - (가) - (다),(나) - (다) - (가)
선생님의 질문에 대한 학생의 대답으로 가장 적절한 것은?,2,https://img.comcbt.com/cbt/data/k3/k320170121/k320170121m1.gif?1485229210,①,②,③,④
밑줄 그은 '이 나라'에 대한 설명으로 옳은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320170121/k320170121m2.gif?1485229215,평양으로 도읍을 옮겼다.,칠지도를 만들어 왜에 보내 주었다.,8개 조항의 법으로 백성을 다스렸다.,김수로왕의 건국 이야기가 전해지고 있다.
다음 대화가 이루어진 시기를 연표에서 옳게 고른 것은?,2,https://img.comcbt.com/cbt/data/k3/k320170121/k320170121m4.gif?1485229219,(가),(나),(다),(라)
밑줄 그은 '왕'의 업적으로 옳은 것은?,3,https://img.comcbt.com/cbt/data/k3/k320170121/k320170121m6.gif?1485229220,불교를 공인하였다.,옥저를 복속시켰다.,중국 남조의 양나라와 교류하였다.,화랑도를 국가 조직으로 정비하였다.
(가)에 들어갈 왕으로 옳은 것은?,3,https://img.comcbt.com/cbt/data/k3/k320170121/k320170121m7.gif?1485229220,무열왕,법흥왕,신문왕,진흥왕
다음 학생이 생각하고 있는 기록물로 옳은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320170121/k320170121m8.gif?1485229220,탑지,홍패,공명첩,민정 문서
(가)~(다)를 만들어진 순서대로 옳게 나열한 것은?,1,https://img.comcbt.com/cbt/data/k3/k320170121/k320170121m9.gif?1485229220,(가) - (나) - (다),(가) - (다) - (나),(나) - (가) - (다),(다) - (나) - (가)
다음 가상 인터뷰의 주인공으로 옳은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320170121/k320170121m12.gif?1485229212,계백,김유신,근초고왕,을지문덕
(가) 섬에 대한 탐구 활동 주제로 가장 적절한 것은?,3,https://img.comcbt.com/cbt/data/k3/k320170121/k320170121m13.gif?1485229212,청해진을 설치한 장보고,항파두성에서 항쟁한 삼별초,일본을 상대로 활약한 안용복,정족산성에서 프랑스군을 물리친 양헌수
(가)에 들어갈 제도로 옳은 것은?,2,https://img.comcbt.com/cbt/data/k3/k320170121/k320170121m14.gif?1485229213,골품제,과거제,양천제,음서제
(가)에 들어갈 사실로 옳은 것은?,3,https://img.comcbt.com/cbt/data/k3/k320170121/k320170121m16.gif?1485229214,서희가 외교 담판을 벌였다.,이성계가 회군하여 권력을 잡았다.,견훤이 아들 신검에 의해 유폐되었다.,몽골의 사신이 돌아가는 길에 피살되었다.
다음 주제에 해당하는 문화유산으로 옳지 않은 것은?,1,https://img.comcbt.com/cbt/data/k3/k320170121/k320170121m17.gif?1485229214,(가),(나),(다),(라)
(가)에 들어갈 물품으로 옳은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320170121/k320170121m18.gif?1485229214,감자,고추,인삼,향료
(가)에 들어갈 내용으로 옳은 것은?,2,https://img.comcbt.com/cbt/data/k3/k320170121/k320170121m19.gif?1485229215,왕오천축국전을 썼어요.,해동 천태종을 창시하였어요.,영주 부석사를 창건하였어요.,일본 쇼토쿠 태자의 스승이 되었어요.
(가) 인물에 대한 설명으로 옳은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320170121/k320170121m20.gif?1485229215,4군 6진을 개척하여 영토를 넓혔다.,불씨잡변을 지어 불교를 비판하였다.,인내천을 내세우며 동학을 창시하였다.,조선 건국을 반대하다 죽임을 당하였다.
(가)에 들어갈 인물의 활동으로 옳은 것은?,1,https://img.comcbt.com/cbt/data/k3/k320170121/k320170121m21.gif?1485229215,척화비를 세웠다.,집현전을 설치하였다.,현량과를 실시하였다.,독립신문을 창간하였다.
밑줄 그은 '왕'의 업적으로 옳은 것은?,3,https://img.comcbt.com/cbt/data/k3/k320170121/k320170121m22.gif?1485229215,균역법을 시행하였다.,장용영을 설치하였다.,호패법을 실시하였다.,훈민정음을 창제하였다.
(가)에 들어갈 책으로 옳은 것은?,1,https://img.comcbt.com/cbt/data/k3/k320170121/k320170121m27.gif?1485229217,동의보감,마과회통,의방유취,향약집성방
다음 퀴즈의 정답으로 옳은 것은?,3,https://img.comcbt.com/cbt/data/k3/k320170121/k320170121m28.gif?1485229217,박제가,박지원,정약용,홍대용
(가)에 들어갈 내용으로 옳은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320170121/k320170121m29.gif?1485229217,황룡사 구층 목탑을 세웠다.,서로 군정서의 대원으로 활동하였다.,아우내 장터에서 만세 운동을 주도하였다.,흉년으로 굶주린 제주 백성에게 쌀을 나눠 주었다.
밑줄 그은 '전쟁'이 일어난 시기를 연표에서 옳게 고른 것은?,3,https://img.comcbt.com/cbt/data/k3/k320170121/k320170121m30.gif?1485229217,(가),(나),(다),(라)
다음 인물의 활동으로 옳은 것은?,3,https://img.comcbt.com/cbt/data/k3/k320170121/k320170121m31.gif?1485229217,이토 히로부미를 저격하였다.,신흥 무관 학교를 설립하였다.,일본 왕을 향해 폭탄을 던졌다.,청산리 전투를 승리로 이끌었다.
다음 외교 사절에 해당하는 인물로 옳지 않은 것은?,2,https://img.comcbt.com/cbt/data/k3/k320170121/k320170121m32.gif?1485229217,이준,김옥균,이상설,이위종
학생들이 공통으로 이야기하고 있는 제도로 옳은 것은?,2,https://img.comcbt.com/cbt/data/k3/k320170121/k320170121m33.gif?1485229217,과전법,대동법,영정법,진대법
(가)에 들어갈 단체로 옳은 것은?,1,https://img.comcbt.com/cbt/data/k3/k320170121/k320170121m34.gif?1485229218,신간회,독립 협회,대한 광복회,조선어 학회
(가)에 들어갈 일제의 정책으로 옳은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320170121/k320170121m36.gif?1485229218,공출제,회사령,산미 증식 계획,토지 조사 사업
밑줄 그은 '의병'에 대한 설명으로 옳은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320170121/k320170121m37.gif?1485229218,나선 정벌에 나섰다.,행주 대첩을 이끌었다.,곽재우가 중심이 되었다.,해산당한 군인들이 합류하였다.
다음 민주화 운동의 결과로 옳은 것은?,2,https://img.comcbt.com/cbt/data/k3/k320170121/k320170121m38.gif?1485229218,5·10 총선거가 실시되었다.,이승만 대통령이 하야하였다.,2·8 독립 선언서가 발표되었다.,미·소 공동 위원회가 개최되었다.
(가)에 들어갈 학생의 대답으로 옳지 않은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320170121/k320170121m39.gif?1485229218,백마고지에서 치열한 전투가 있었어요.,정부는 부산을 임시 수도로 정하였어요.,인천 상륙 작전으로 서울을 되찾았어요.,봉오동 전투에서 홍범도 부대가 승리하였어요.
(가)에 들어갈 내용으로 옳은 것은?,3,https://img.comcbt.com/cbt/data/k3/k320161022/k320161022m2.gif?1477283990,대가야를 정복하였다.,22담로를 설치하였다.,8조의 법으로 백성을 다스렸다.,동맹이라는 제천 행사를 열었다.
다음 가상 인터뷰에 등장하는 왕으로 옳은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320161022/k320161022m5.gif?1477283995,무령왕,진흥왕,고국천왕,소수림왕
다음 가상 대화가 이루어진 시기를 연표에서 옳게 고른 것은?,3,https://img.comcbt.com/cbt/data/k3/k320161022/k320161022m6.gif?1477283995,(가),(나),(다),(라)
(가)에 들어갈 인물로 옳은 것은?,2,https://img.comcbt.com/cbt/data/k3/k320161022/k320161022m7.gif?1477283995,유정,의상,의천,지눌
다음 학습 주제에 대한 학생들의 대화 내용으로 적절한 것은?,1,https://img.comcbt.com/cbt/data/k3/k320161022/k320161022m8.gif?1477283995,①,②,③,④
다음 자료에 해당하는 민속놀이로 옳은 것은?,1,https://img.comcbt.com/cbt/data/k3/k320161022/k320161022m9.gif?1477283995,씨름,고싸움,널뛰기,강강술래
(가) 국가에 대한 설명으로 옳은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320161022/k320161022m10.gif?1477283987,감은사를 지었다.,초조대장경을 제작하였다.,소도라는 신성 지역이 있었다.,전성기에 해동성국이라 불렸다.
밑줄 그은 ‘이 국가’에 대한 설명으로 옳은 것은?,3,https://img.comcbt.com/cbt/data/k3/k320161022/k320161022m11.gif?1477283988,옥저를 복속시켰다.,후삼국을 통일하였다.,도읍을 웅진에서 사비로 옮겼다.,살수에서 수의 군대를 물리쳤다.
(가)에 들어갈 내용으로 옳은 것은?,2,https://img.comcbt.com/cbt/data/k3/k320161022/k320161022m13.gif?1477283989,12목 설치,과거제 실시,별무반 조직,천리장성 축조
(가)에 대한 설명으로 옳은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320161022/k320161022m14.gif?1477283989,고려 시대 최초의 화폐이다.,청해진 터에서 발굴된 화폐이다.,흥선 대원군 집권 때 만든 화폐이다.,은으로 만든 호리병 모양의 화폐이다.
다음 가상 인터뷰의 밑줄 그은 ‘이 책’으로 옳은 것은?,3,https://img.comcbt.com/cbt/data/k3/k320161022/k320161022m15.gif?1477283989,동국통감,동사강목,삼국유사,제왕운기
(가)에 들어갈 제목으로 옳은 것은?,3,https://img.comcbt.com/cbt/data/k3/k320161022/k320161022m17.gif?1477283989,신라 말기 호족의 성장,조선 후기 농민의 봉기,무신 집권기 민중의 저항,일제 강점기 독립군의 활동
(가) 행사에 대한 설명으로 옳지 않은 것은?,2,https://img.comcbt.com/cbt/data/k3/k320161022/k320161022m18.gif?1477283989,외국 사신도 참석하였다.,고창(안동) 전투에서 유래하였다.,송의 상인이 와서 특산물을 바쳤다.,"참석자들이 음악과 무용, 놀이를 즐겼다."
다음 검색창에 들어갈 인물로 옳은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320161022/k320161022m19.gif?1477283989,서희,윤관,강감찬,김윤후
다음 가상 다큐멘터리에서 볼 수 있는 장면으로 가장 적절한 것은?,1,https://img.comcbt.com/cbt/data/k3/k320161022/k320161022m20.gif?1477283990,목화씨를 심는 농부,전차를 운행하는 운전수,광혜원에서 진료하는 의원,대한매일신보를 찍는 인쇄공
밑줄 그은 ‘이 전투’를 지도에서 옳게 찾은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320161022/k320161022m22.gif?1477283991,(가),(나),(다),(라)
(가)에 들어갈 교육 기관으로 옳은 것은?,2,https://img.comcbt.com/cbt/data/k3/k320161022/k320161022m27.gif?1477283992,국학,서당,국자감,성균관
(가)에 들어갈 업적으로 옳은 것은?,3,https://img.comcbt.com/cbt/data/k3/k320161022/k320161022m28.gif?1477283992,경복궁 중건,장용영 설치,탕평비 건립,수원 화성 건설
다음 가상 대화가 이루어진 시기의 정치 상황으로 옳은 것은?,3,https://img.comcbt.com/cbt/data/k3/k320161022/k320161022m29.gif?1477283993,사화가 발생하였다.,권문세족이 등장하였다.,세도 정치가 전개되었다.,문벌 귀족이 형성되었다.
(가) 왕의 업적으로 옳은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320161022/k320161022m30.gif?1477283993,4군 6진을 개척하였다.,백두산정계비를 세웠다.,북벌 정책을 추진하였다.,중립 외교 정책을 펼쳤다.
(가)에 들어갈 내용으로 옳은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320161022/k320161022m31.gif?1477283993,위화도 회군,집현전 설치,통신사 파견,대한 제국 선포
다음 가상 일기를 통해 알 수 있는 사건으로 옳은 것은?,3,https://img.comcbt.com/cbt/data/k3/k320161022/k320161022m32.gif?1477283993,신미양요,을미사변,임오군란,아관 파천
(가)에 들어갈 내용으로 옳은 것은?,2,https://img.comcbt.com/cbt/data/k3/k320161022/k320161022m33.gif?1477283993,3·1 운동,국채 보상 운동,6·10 만세 운동,광주 학생 항일 운동
다음 인물에 대한 설명으로 옳은 것은?,1,https://img.comcbt.com/cbt/data/k3/k320161022/k320161022m34.gif?1477283993,하얼빈에서 이토 히로부미를 처단하였다.,샌프란시스코에서 스티븐스를 저격하였다.,청산리 전투에서 일본군을 크게 무찔렀다.,도쿄에서 일본 국왕을 향해 폭탄을 던졌다.
(가)에 들어갈 사건으로 옳은 것은?,1,https://img.comcbt.com/cbt/data/k3/k320161022/k320161022m35.gif?1477283993,병인양요,러·일 전쟁,청·일 전쟁,봉오동 전투
밑줄 그은 ‘단체’로 옳은 것은?,3,https://img.comcbt.com/cbt/data/k3/k320161022/k320161022m37.gif?1477283994,의열단,대한 자강회,조선어 학회,헌정 연구회
선생님의 질문에 대한 학생의 대답으로 옳지 않은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320161022/k320161022m38.gif?1477283994,(가),(나),(다),(라)
(가)에 들어갈 내용으로 옳은 것은?,3,https://img.comcbt.com/cbt/data/k3/k320161022/k320161022m39.gif?1477283994,6·25 전쟁을 멈추기로 합의했어요.,신탁 통치를 실시하기로 합의했어요.,남북 사이의 화해와 교류·협력을 합의했어요.,미·소 공동 위원회를 설치하기로 합의했어요.
(가)에 들어갈 용어로 옳은 것은?,1,https://img.comcbt.com/cbt/data/k3/k320161022/k320161022m40.gif?1477283994,새마을 운동,물산 장려 운동,애국 계몽 운동,민립 대학 설립 운동
(가) 시대의 생활 모습으로 옳은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320160813/k320160813m1.gif?1476226683,반달 돌칼로 곡식을 수확하였다.,가락바퀴를 사용하여 실을 뽑았다.,빗살무늬 토기에 식량을 저장하였다.,주로 동굴이나 바위 그늘에서 살았다.
그림의 건국 이야기가 전해지는 나라에 대한 설명으로 옳은 것은?,2,https://img.comcbt.com/cbt/data/k3/k320160813/k320160813m2.gif?1476226684,화랑도를 조직하였다.,진대법을 실시하였다.,22담로를 설치하였다.,낙랑군과 왜에 철을 수출하였다.
밑줄 그은 ‘이 왕’의 업적으로 옳은 것은?,3,https://img.comcbt.com/cbt/data/k3/k320160813/k320160813m4.gif?1476226688,우산국을 복속하였다.,대가야를 정복하였다.,한강 유역을 차지하였다.,신라에 침입한 왜를 격퇴하였다.
다음 기사 내용에 해당하는 사건으로 옳은 것은?,1,https://img.comcbt.com/cbt/data/k3/k320160813/k320160813m6.gif?1476226689,살수 대첩,진포 대첩,관산성 전투,기벌포 전투
다음 가상 인터뷰의 주인공에 대한 설명으로 옳은 것은?,1,https://img.comcbt.com/cbt/data/k3/k320160813/k320160813m9.gif?1476226690,청해진을 설치하였다.,왜에 칠지도를 보냈다.,당의 빈공과에 합격하였다.,왕오천축국전을 저술하였다.
밑줄 그은 ‘이 국가’에 대한 설명으로 옳지 않은 것은?,3,https://img.comcbt.com/cbt/data/k3/k320160813/k320160813m10.gif?1476226683,고구려의 문화를 계승하였다.,거란의 침입을 받아 멸망하였다.,전국을 9주 5소경으로 나누었다.,대조영이 동모산에서 건국하였다.
(가)~(다)의 책을 쓰인 순서대로 옳게 나열한 것은?,2,https://img.comcbt.com/cbt/data/k3/k320160813/k320160813m11.gif?1476226683,(가) - (나) - (다),(가) - (다) - (나),(나) - (가) - (다),(나) - (다) - (가)
(가)에 들어갈 군사 조직으로 옳은 것은?,3,https://img.comcbt.com/cbt/data/k3/k320160813/k320160813m12.gif?1476226683,별기군,별무반,삼별초,훈련도감
다음 인물 카드 주인공의 업적으로 옳은 것은?,2,https://img.comcbt.com/cbt/data/k3/k320160813/k320160813m13.gif?1476226683,대마도를 정벌하였다.,북진 정책을 추진하였다.,삼강행실도를 편찬하였다.,노비안검법을 시행하였다.
(가)에 들어갈 문화유산으로 옳은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320160813/k320160813m14.gif?1476226684,삼국유사,승정원일기,직지심체요절,팔만대장경판
다음 전투가 일어난 시기를 연표에서 옳게 고른 것은?,2,https://img.comcbt.com/cbt/data/k3/k320160813/k320160813m15.gif?1476226684,(가),(나),(다),(라)
(가)에 들어갈 내용으로 옳은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320160813/k320160813m16.gif?1476226684,고려사를 편찬함,천리장성을 쌓음,지방에 12목을 설치함,철령 이북의 영토를 수복함
(가)에 들어갈 용어로 옳은 것은?,2,https://img.comcbt.com/cbt/data/k3/k320160813/k320160813m17.gif?1476226684,광혜원,상평창,의정부,화통도감
(가)에 들어갈 인물로 옳은 것은?,3,https://img.comcbt.com/cbt/data/k3/k320160813/k320160813m21.gif?1476226685,이색,조준,정도전,정몽주
다음 왕의 업적으로 옳은 것은?,2,https://img.comcbt.com/cbt/data/k3/k320160813/k320160813m22.gif?1476226685,훈요 10조를 남겼다.,측우기를 제작하였다.,균역법을 실시하였다.,백두산 정계비를 세웠다.
다음 가상 영화에 나올 수 있는 장면으로 적절하지 않은 것은?,1,https://img.comcbt.com/cbt/data/k3/k320160813/k320160813m23.gif?1476226685,남한산성으로 피란 가는 인조,의령에서 의병을 이끄는 곽재우,행주산성에서 전투를 지휘하는 권율,진주성에서 일본군을 무찌르는 김시민
(가)에 들어갈 내용으로 옳은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320160813/k320160813m24.gif?1476226685,교지,마패,호적,호패
(가)에 들어갈 교육 기관으로 옳은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320160813/k320160813m25.gif?1476226685,서당,서원,향교,성균관
다음 가상 광고를 통해 알 수 있는 시기의 모습으로 옳은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320160813/k320160813m26.gif?1476226685,목화가 처음 재배되었다.,골품제라는 신분 제도가 있었다.,팔관회가 국가적으로 크게 열렸다.,모내기법이 전국적으로 보급되었다.
(가)에 들어갈 사건으로 옳은 것은?,3,https://img.comcbt.com/cbt/data/k3/k320160813/k320160813m28.gif?1476226686,만적의 난,이자겸의 난,홍경래의 난,망이·망소이의 난
다음 검색창에 들어갈 인물로 옳은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320160813/k320160813m29.gif?1476226686,김정호,박제가,유형원,홍대용
밑줄 그은 ‘이 왕’의 업적으로 옳은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320160813/k320160813m30.gif?1476226686,북벌 추진,척화비 건립,경국대전 완성,수원 화성 건설
다음 답사 지역을 지도에서 옳게 찾은 것은?,1,https://img.comcbt.com/cbt/data/k3/k320160813/k320160813m31.gif?1476226686,(가),(나),(다),(라)
다음 가상 뉴스에서 보도하고 있는 사건으로 옳은 것은?,2,https://img.comcbt.com/cbt/data/k3/k320160813/k320160813m33.gif?1476226687,갑신정변,갑오개혁,광무개혁,임오군란
(가)에 들어갈 내용으로 옳은 것은?,2,https://img.comcbt.com/cbt/data/k3/k320160813/k320160813m34.gif?1476226687,독립신문을 발행하다.,항일 의병을 일으키다.,물산 장려 운동을 이끌다.,국채 보상 운동을 주도하다.
선생님의 질문에 대한 학생의 대답으로 옳지 않은 것은?,3,https://img.comcbt.com/cbt/data/k3/k320160813/k320160813m35.gif?1476226687,(가),(나),(다),(라)
다음 대화에 나타난 단체로 옳은 것은?,1,https://img.comcbt.com/cbt/data/k3/k320160813/k320160813m38.gif?1476226688,신민회,의열단,독립 협회,조선어 학회
(가)~(다)를 일어난 순서대로 옳게 나열한 것은?,3,https://img.comcbt.com/cbt/data/k3/k320160813/k320160813m39.gif?1476226688,(가) - (나) - (다),(가) - (다) - (나),(다) - (가) - (나),(다) - (나) - (가)
(가)에 들어갈 사건으로 옳은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320160813/k320160813m40.gif?1476226688,부·마 항쟁,4·19 혁명,6월 민주 항쟁,5·18 민주화 운동
밑줄 그은 ‘이 나라’에 대한 설명으로 옳은 것은?,3,https://img.comcbt.com/cbt/data/k3/k320160528/k320160528m2.gif?1476226677,진대법을 실시하였다.,한강 유역에 세워졌다.,신라에 의해 멸망하였다.,무천이라는 제천 행사를 열었다.
다음 가상 인터뷰에 등장하는 왕으로 옳은 것은?,4,https://img.comcbt.com/cbt/data/k3/k320160528/k320160528m3.gif?1476226679,성왕,고이왕,무령왕,근초고왕
